sim_id,id_old,id_new,similarity,title,title
1065,4,705,0.282879174,State of emergency to be lifted for central Newfoundland as forest fires remain stable,'It's a slippery slope': How young men fall into online radicalization
1066,4,706,0.290827572,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Lots of sniping in UCP leadership race, but so few shots fired over inflation"
1067,4,707,0.2343418,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
1068,4,708,0.227517873,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Biden says U.S. would defend Taiwan against Chinese invasion
1069,4,709,0.212892443,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Montreal teen becomes Quebec's 1st world junior chess champion
1070,4,710,0.393401384,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Russian missile struck close to nuclear plant, Ukraine says"
1071,4,711,0.276266009,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
1072,4,712,0.243045136,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
1073,4,713,0.252068728,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Riot erupts at Vancouver music festival after headliner cancels show
1074,4,714,0.225414529,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Military veteran living with chronic pain for a decade says he had to learn to 'push through'
1075,4,715,0.231058553,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
1076,4,716,0.14670521,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
1077,4,717,0.125772014,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
1078,4,718,0.20656687,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Mexico earthquake sets off alarm in the capital
1079,4,719,0.30102548,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
1080,4,720,0.193390965,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
1081,4,721,0.184743002,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
1082,4,722,0.169864938,State of emergency to be lifted for central Newfoundland as forest fires remain stable,N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
1083,4,723,0.437108308,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
1084,4,724,0.137246877,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1085,4,725,0.200027391,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1086,4,726,0.228501692,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
1087,4,728,0.255008787,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
1088,4,729,0.0,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
1089,4,730,0.151090503,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
1090,4,731,0.0,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Allen, Diggs dominate as Bills cruise to victory over Titans"
1091,4,732,0.252141267,State of emergency to be lifted for central Newfoundland as forest fires remain stable,B.C. junior hockey team fined and 2 players suspended for alleged hazing
1092,4,733,0.22464563,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
1093,4,734,0.257560134,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Charlottetown's hockey gear exchange just getting bigger
1094,4,735,0.318861961,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Fredericton Fire Department wins national competition, a first for the team"
1095,4,736,0.243123457,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
1096,4,737,0.253935337,State of emergency to be lifted for central Newfoundland as forest fires remain stable,'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
1097,4,738,0.252590686,State of emergency to be lifted for central Newfoundland as forest fires remain stable,How the business of TIFF affects when the rest of Canada can see the films
1098,4,739,0.081559613,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Amber Alert issued for 3-year-old boy in Vancouver
1099,4,740,0.292054713,State of emergency to be lifted for central Newfoundland as forest fires remain stable,New-look Canadian women's basketball team eyes forward progress at World Cup
1100,4,741,0.081973374,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Amber Alert issued for 3-year-old boy last seen in Vancouver
1101,4,742,0.285006613,State of emergency to be lifted for central Newfoundland as forest fires remain stable,N.S. mass shooting inquiry enters final week of hearings
1102,4,743,0.35851872,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"This municipal election, why is Hamilton's police budget so taboo?"
1103,4,744,0.305495709,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Texas sheriff opens criminal probe into whether migrants were lured to Martha's Vineyard
1104,4,745,0.341049194,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Hurricane Fiona track veers back toward Atlantic Canada
1105,4,747,0.11194507,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Hurricane Fiona slams the Dominican Republic after Puerto Rico
1106,4,748,0.241518408,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Liberals put inflation help, disability benefit at top of fall parliamentary agenda"
1107,4,749,0.293367326,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Show of support for Ukraine takes ugly turn outside Russian Consulate in Montreal
1108,4,750,0.259770483,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Iranian woman Mahsa Amini's death in custody requires independent probe: UN official
1109,4,751,0.299413204,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Separatists in Eastern Ukraine to hold vote on joining Russia
1110,4,752,0.147334829,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"P.K. Subban, Norris Trophy winner and Olympic champ, announces NHL retirement"
1111,4,753,0.208030671,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"'Our world is in peril,' UN secretary general warns general assembly"
1112,4,754,0.294289798,State of emergency to be lifted for central Newfoundland as forest fires remain stable,Ferry deckhand's hopes for promotion stalled amid backlog of Canadian permanent residency applications
1113,4,755,0.330688149,State of emergency to be lifted for central Newfoundland as forest fires remain stable,"Residents, workers say bugs and infections rampant at London, Ont., care facility"
3322,5,679,0.173152193,Canada not shifting to stretch supply of monkeypox vaccine yet,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
3323,5,681,0.228020906,Canada not shifting to stretch supply of monkeypox vaccine yet,"While in London for the Queen's funeral, Trudeau also discusses economy and Ukraine with leaders"
3324,5,682,0.154815584,Canada not shifting to stretch supply of monkeypox vaccine yet,PTO Triathlon Tour US Open on CBC: Dallas - DAY 2
3325,5,684,0.262063384,Canada not shifting to stretch supply of monkeypox vaccine yet,Puerto Rico hit by blackout as Hurricane Fiona closes in
3326,5,686,0.173152193,Canada not shifting to stretch supply of monkeypox vaccine yet,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
3327,5,687,0.154815584,Canada not shifting to stretch supply of monkeypox vaccine yet,Curling Stadium Alberta Curling Series Major: Final - Leduc
3328,5,688,0.152402341,Canada not shifting to stretch supply of monkeypox vaccine yet,Playoff-hungry Orioles turn triple play and rally in 9th inning to beat Blue Jays
3329,5,689,0.063023143,Canada not shifting to stretch supply of monkeypox vaccine yet,"Canada's Glagau, Sorra top U.S. to win women's world U19 beach volleyball bronze"
3330,5,690,0.0,Canada not shifting to stretch supply of monkeypox vaccine yet,Tagovailoa throws 6 TDs as Dolphins rally past Ravens
3331,5,691,0.136835828,Canada not shifting to stretch supply of monkeypox vaccine yet,Aces defeat Sun to capture 1st WNBA title in franchise history
3332,5,692,0.272566855,Canada not shifting to stretch supply of monkeypox vaccine yet,Biden says it was 'irresponsible' for Trump to keep classified documents at Mar-a-Lago
3333,5,693,0.167868882,Canada not shifting to stretch supply of monkeypox vaccine yet,Homa secures 2nd straight title at Fortinet Championship after Willett's shocking 3-putt
3334,5,694,0.166811183,Canada not shifting to stretch supply of monkeypox vaccine yet,Andrea Lee secures 1st LPGA Tour title with win at Portland Classic
3335,5,695,0.171116233,Canada not shifting to stretch supply of monkeypox vaccine yet,Canada's wheelchair rugby team captures gold at Quad Nations with win over Paralympic champ Great Britain
3336,5,696,0.114603139,Canada not shifting to stretch supply of monkeypox vaccine yet,Former prime minister Stephen Harper invested into Order of Canada
3337,5,698,0.181570664,Canada not shifting to stretch supply of monkeypox vaccine yet,Cameron Smith wins LIV Golf Invitational in Chicago in 2nd start with rival league
3338,5,701,0.284879535,Canada not shifting to stretch supply of monkeypox vaccine yet,Terry Fox Run back in Alberta as thousands run in support of cancer research
3339,5,702,0.171220064,Canada not shifting to stretch supply of monkeypox vaccine yet,"Investigation launched as bystanders, suspects injured in police pursuit near Agassiz"
3340,5,703,0.268025845,Canada not shifting to stretch supply of monkeypox vaccine yet,Maj.-Gen. Dany Fortin's sexual assault trial begins today
3341,5,704,0.088695541,Canada not shifting to stretch supply of monkeypox vaccine yet,Watch the National Commemorative Ceremony for Queen Elizabeth on CBC.ca
3342,5,705,0.342083395,Canada not shifting to stretch supply of monkeypox vaccine yet,'It's a slippery slope': How young men fall into online radicalization
3343,5,706,0.335227519,Canada not shifting to stretch supply of monkeypox vaccine yet,"Lots of sniping in UCP leadership race, but so few shots fired over inflation"
3344,5,707,0.206547812,Canada not shifting to stretch supply of monkeypox vaccine yet,"TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
3345,5,708,0.230652392,Canada not shifting to stretch supply of monkeypox vaccine yet,Biden says U.S. would defend Taiwan against Chinese invasion
3346,5,709,0.194148734,Canada not shifting to stretch supply of monkeypox vaccine yet,Montreal teen becomes Quebec's 1st world junior chess champion
3347,5,710,0.261263311,Canada not shifting to stretch supply of monkeypox vaccine yet,"Russian missile struck close to nuclear plant, Ukraine says"
3348,5,711,0.275926024,Canada not shifting to stretch supply of monkeypox vaccine yet,"Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
3349,5,712,0.284226507,Canada not shifting to stretch supply of monkeypox vaccine yet,"Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
3350,5,713,0.177239656,Canada not shifting to stretch supply of monkeypox vaccine yet,Riot erupts at Vancouver music festival after headliner cancels show
3351,5,714,0.291450769,Canada not shifting to stretch supply of monkeypox vaccine yet,Military veteran living with chronic pain for a decade says he had to learn to 'push through'
3352,5,715,0.257042438,Canada not shifting to stretch supply of monkeypox vaccine yet,Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
3353,5,716,0.12864086,Canada not shifting to stretch supply of monkeypox vaccine yet,Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
3354,5,717,0.088211477,Canada not shifting to stretch supply of monkeypox vaccine yet,Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
3355,5,718,0.116297826,Canada not shifting to stretch supply of monkeypox vaccine yet,Mexico earthquake sets off alarm in the capital
3356,5,719,0.256992906,Canada not shifting to stretch supply of monkeypox vaccine yet,Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
3357,5,720,0.162133202,Canada not shifting to stretch supply of monkeypox vaccine yet,Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
3358,5,721,0.140779719,Canada not shifting to stretch supply of monkeypox vaccine yet,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
3359,5,722,0.180717424,Canada not shifting to stretch supply of monkeypox vaccine yet,N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
3360,5,723,0.263475835,Canada not shifting to stretch supply of monkeypox vaccine yet,Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
3361,5,724,0.150167912,Canada not shifting to stretch supply of monkeypox vaccine yet,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
3362,5,725,0.223437011,Canada not shifting to stretch supply of monkeypox vaccine yet,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
3363,5,726,0.226165488,Canada not shifting to stretch supply of monkeypox vaccine yet,Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
3364,5,728,0.227698147,Canada not shifting to stretch supply of monkeypox vaccine yet,"Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
3365,5,729,0.0,Canada not shifting to stretch supply of monkeypox vaccine yet,"Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
3366,5,730,0.148060977,Canada not shifting to stretch supply of monkeypox vaccine yet,"Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
3367,5,731,0.0,Canada not shifting to stretch supply of monkeypox vaccine yet,"Allen, Diggs dominate as Bills cruise to victory over Titans"
3368,5,732,0.230258629,Canada not shifting to stretch supply of monkeypox vaccine yet,B.C. junior hockey team fined and 2 players suspended for alleged hazing
3369,5,733,0.26854372,Canada not shifting to stretch supply of monkeypox vaccine yet,"Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
3370,5,734,0.304912031,Canada not shifting to stretch supply of monkeypox vaccine yet,Charlottetown's hockey gear exchange just getting bigger
3371,5,735,0.274389833,Canada not shifting to stretch supply of monkeypox vaccine yet,"Fredericton Fire Department wins national competition, a first for the team"
3372,5,736,0.259816855,Canada not shifting to stretch supply of monkeypox vaccine yet,Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
3373,5,737,0.278941274,Canada not shifting to stretch supply of monkeypox vaccine yet,'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
3374,5,738,0.302847177,Canada not shifting to stretch supply of monkeypox vaccine yet,How the business of TIFF affects when the rest of Canada can see the films
3375,5,739,0.100891061,Canada not shifting to stretch supply of monkeypox vaccine yet,Amber Alert issued for 3-year-old boy in Vancouver
3376,5,740,0.266244203,Canada not shifting to stretch supply of monkeypox vaccine yet,New-look Canadian women's basketball team eyes forward progress at World Cup
3377,5,741,0.100796245,Canada not shifting to stretch supply of monkeypox vaccine yet,Amber Alert issued for 3-year-old boy last seen in Vancouver
3378,5,742,0.295031041,Canada not shifting to stretch supply of monkeypox vaccine yet,N.S. mass shooting inquiry enters final week of hearings
3379,5,743,0.383163959,Canada not shifting to stretch supply of monkeypox vaccine yet,"This municipal election, why is Hamilton's police budget so taboo?"
3380,5,744,0.285006285,Canada not shifting to stretch supply of monkeypox vaccine yet,Texas sheriff opens criminal probe into whether migrants were lured to Martha's Vineyard
3381,5,745,0.229346529,Canada not shifting to stretch supply of monkeypox vaccine yet,Hurricane Fiona track veers back toward Atlantic Canada
3382,5,747,0.154815584,Canada not shifting to stretch supply of monkeypox vaccine yet,Hurricane Fiona slams the Dominican Republic after Puerto Rico
3383,5,748,0.241014168,Canada not shifting to stretch supply of monkeypox vaccine yet,"Liberals put inflation help, disability benefit at top of fall parliamentary agenda"
3384,5,749,0.23042348,Canada not shifting to stretch supply of monkeypox vaccine yet,Show of support for Ukraine takes ugly turn outside Russian Consulate in Montreal
3385,5,750,0.27094242,Canada not shifting to stretch supply of monkeypox vaccine yet,Iranian woman Mahsa Amini's death in custody requires independent probe: UN official
3386,5,751,0.286484629,Canada not shifting to stretch supply of monkeypox vaccine yet,Separatists in Eastern Ukraine to hold vote on joining Russia
3387,5,752,0.157285124,Canada not shifting to stretch supply of monkeypox vaccine yet,"P.K. Subban, Norris Trophy winner and Olympic champ, announces NHL retirement"
3388,5,753,0.253784388,Canada not shifting to stretch supply of monkeypox vaccine yet,"'Our world is in peril,' UN secretary general warns general assembly"
3389,5,754,0.321150929,Canada not shifting to stretch supply of monkeypox vaccine yet,Ferry deckhand's hopes for promotion stalled amid backlog of Canadian permanent residency applications
3390,5,755,0.410742313,Canada not shifting to stretch supply of monkeypox vaccine yet,"Residents, workers say bugs and infections rampant at London, Ont., care facility"
1942,6,679,0.164501384,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
1943,6,681,0.311096907,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","While in London for the Queen's funeral, Trudeau also discusses economy and Ukraine with leaders"
1944,6,682,0.123425908,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",PTO Triathlon Tour US Open on CBC: Dallas - DAY 2
1945,6,684,0.249806955,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Puerto Rico hit by blackout as Hurricane Fiona closes in
1946,6,686,0.164501384,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
1947,6,687,0.123425908,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Curling Stadium Alberta Curling Series Major: Final - Leduc
1948,6,688,0.145123005,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Playoff-hungry Orioles turn triple play and rally in 9th inning to beat Blue Jays
1949,6,689,0.064170323,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Canada's Glagau, Sorra top U.S. to win women's world U19 beach volleyball bronze"
1950,6,690,0.0,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Tagovailoa throws 6 TDs as Dolphins rally past Ravens
1951,6,691,0.188330278,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Aces defeat Sun to capture 1st WNBA title in franchise history
1952,6,692,0.385802239,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Biden says it was 'irresponsible' for Trump to keep classified documents at Mar-a-Lago
1953,6,693,0.157910287,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Homa secures 2nd straight title at Fortinet Championship after Willett's shocking 3-putt
1954,6,694,0.177985221,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Andrea Lee secures 1st LPGA Tour title with win at Portland Classic
1955,6,695,0.184718862,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Canada's wheelchair rugby team captures gold at Quad Nations with win over Paralympic champ Great Britain
1956,6,696,0.142733976,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Former prime minister Stephen Harper invested into Order of Canada
1957,6,698,0.168099716,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Cameron Smith wins LIV Golf Invitational in Chicago in 2nd start with rival league
1958,6,701,0.274580091,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Terry Fox Run back in Alberta as thousands run in support of cancer research
1959,6,702,0.382049233,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Investigation launched as bystanders, suspects injured in police pursuit near Agassiz"
1960,6,703,0.414129645,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Maj.-Gen. Dany Fortin's sexual assault trial begins today
1961,6,704,0.133136436,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Watch the National Commemorative Ceremony for Queen Elizabeth on CBC.ca
1962,6,705,0.341480613,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",'It's a slippery slope': How young men fall into online radicalization
1963,6,706,0.266510367,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Lots of sniping in UCP leadership race, but so few shots fired over inflation"
1964,6,707,0.265973628,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
1965,6,708,0.305460662,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Biden says U.S. would defend Taiwan against Chinese invasion
1966,6,709,0.2159504,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Montreal teen becomes Quebec's 1st world junior chess champion
1967,6,710,0.306470394,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Russian missile struck close to nuclear plant, Ukraine says"
1968,6,711,0.328215241,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
1969,6,712,0.284139097,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
1970,6,713,0.248096913,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Riot erupts at Vancouver music festival after headliner cancels show
1971,6,714,0.212669507,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Military veteran living with chronic pain for a decade says he had to learn to 'push through'
1972,6,715,0.459823698,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
1973,6,716,0.206303731,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
1974,6,717,0.107618943,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
1975,6,718,0.115400612,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Mexico earthquake sets off alarm in the capital
1976,6,719,0.267329991,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
1977,6,720,0.249279946,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
1978,6,721,0.275490731,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
1979,6,722,0.197643697,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
1980,6,723,0.234209731,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
1981,6,724,0.265356183,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1982,6,725,0.377641678,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1983,6,726,0.245411783,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
1984,6,728,0.232068941,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
1985,6,729,0.0,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
1986,6,730,0.262581497,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
1987,6,731,0.0,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Allen, Diggs dominate as Bills cruise to victory over Titans"
1988,6,732,0.292907834,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",B.C. junior hockey team fined and 2 players suspended for alleged hazing
1989,6,733,0.23294124,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
1990,6,734,0.266501665,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Charlottetown's hockey gear exchange just getting bigger
1991,6,735,0.238142312,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist","Fredericton Fire Department wins national competition, a first for the team"
1992,6,736,0.317934185,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
1993,6,737,0.402865082,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
1994,6,738,0.246387497,"Police chief in London, Ont., vows to catch the 'swatter' targeting Twitch trans activist",How the business of TIFF affects when the rest of Canada can see the films
